doc,summarizer,shuffle_score
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus (dynamic mix),2.918
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Pegasus (dynamic mix),1.92
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus (dynamic mix),2.639
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Pegasus (dynamic mix),2.854
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Pegasus (dynamic mix),2.355
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Pegasus (dynamic mix),2.979
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Pegasus (dynamic mix),2.932
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Pegasus (dynamic mix),3.629
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Pegasus (dynamic mix),3.146
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,Pegasus (dynamic mix),2.27
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Pegasus (dynamic mix),2.686
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,Pegasus (dynamic mix),2.596
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Pegasus (dynamic mix),2.83
dm-test-2377095dda83df778e34304b7a09813808105d3b,Pegasus (dynamic mix),2.156
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,Pegasus (dynamic mix),2.508
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,GPT-2 (zero shot),0.6416
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,GPT-2 (zero shot),-0.6543
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,GPT-2 (zero shot),-1.66
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,GPT-2 (zero shot),-1.41
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,GPT-2 (zero shot),-0.9688
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,GPT-2 (zero shot),-1.829
dm-test-14c813567696f4e63a39993c09d4edb454036179,GPT-2 (zero shot),-0.896
dm-test-e470f0a87d7513bf880412524332047020422c3f,GPT-2 (zero shot),0.2686
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,GPT-2 (zero shot),-0.7993
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,GPT-2 (zero shot),-1.183
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,GPT-2 (zero shot),-0.5044
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,GPT-2 (zero shot),0.6426
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,GPT-2 (zero shot),-1.667
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,GPT-2 (zero shot),-1.79
dm-test-4fb64a2298e18626db776fccf834be87388827e0,GPT-2 (zero shot),-1.88
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,GPT-2 (zero shot),-1.926
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,GPT-2 (zero shot),0.4016
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,GPT-2 (zero shot),-1.73
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,GPT-2 (zero shot),-1.455
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,GPT-2 (zero shot),0.1461
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,GPT-2 (zero shot),-1.33
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,GPT-2 (zero shot),-1.191
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,GPT-2 (zero shot),-1.713
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,GPT-2 (zero shot),-0.799
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,GPT-2 (zero shot),-0.1969
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,GPT-2 (zero shot),-0.777
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,GPT-2 (zero shot),-0.533
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,GPT-2 (zero shot),-1.123
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,GPT-2 (zero shot),-1.955
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,GPT-2 (zero shot),-0.4126
dm-test-3785743303ddb8b594be7c449a37458b99e83812,GPT-2 (zero shot),-1.128
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,GPT-2 (zero shot),-1.666
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,GPT-2 (zero shot),1.528
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,GPT-2 (zero shot),-0.9785
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,GPT-2 (zero shot),-1.641
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,GPT-2 (zero shot),-1.875
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,GPT-2 (zero shot),0.866
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,GPT-2 (zero shot),-1.312
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,GPT-2 (zero shot),-1.733
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,GPT-2 (zero shot),-1.12
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,GPT-2 (zero shot),-0.5815
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,GPT-2 (zero shot),-0.656
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,GPT-2 (zero shot),-1.362
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,GPT-2 (zero shot),-0.002953
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,GPT-2 (zero shot),-0.2727
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,GPT-2 (zero shot),-1.395
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,GPT-2 (zero shot),-0.9487
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,GPT-2 (zero shot),-0.917
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,GPT-2 (zero shot),0.0982
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,GPT-2 (zero shot),-1.746
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,GPT-2 (zero shot),-1.687
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,GPT-2 (zero shot),-1.055
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,GPT-2 (zero shot),0.9395
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,GPT-2 (zero shot),-1.009
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,GPT-2 (zero shot),-1.29
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,GPT-2 (zero shot),0.6875
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,GPT-2 (zero shot),-1.501
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,GPT-2 (zero shot),-1.151
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,GPT-2 (zero shot),-1.469
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,GPT-2 (zero shot),-1.753
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,GPT-2 (zero shot),0.1312
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,GPT-2 (zero shot),-1.728
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,GPT-2 (zero shot),0.7524
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,GPT-2 (zero shot),-1.691
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,GPT-2 (zero shot),-1.036
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,GPT-2 (zero shot),-1.778
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,GPT-2 (zero shot),0.668
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,GPT-2 (zero shot),-1.594
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,GPT-2 (zero shot),-1.109
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,GPT-2 (zero shot),-1.826
dm-test-801763443e6c73e3857039f2223798b2b58bef19,GPT-2 (zero shot),-1.495
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,GPT-2 (zero shot),0.1254
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,GPT-2 (zero shot),-1.581
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,GPT-2 (zero shot),-1.247
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,GPT-2 (zero shot),-1.33
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,GPT-2 (zero shot),-1.477
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,GPT-2 (zero shot),-1.456
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,GPT-2 (zero shot),-1.46
dm-test-26e4e19d945cedcb489f28808c730658139c9415,GPT-2 (zero shot),-0.501
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,GPT-2 (zero shot),-1.371
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,GPT-2 (zero shot),-1.168
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,GPT-2 (zero shot),-1.438
dm-test-051db270afc32571a08c15124330efe89d80fea8,GPT-2 (zero shot),-1.489
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,GPT-2 (zero shot),-1.495
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,GPT-2 (zero shot),-1.153
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,GPT-2 (zero shot),-1.449
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,GPT-2 (zero shot),0.6436
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,GPT-2 (zero shot),-0.823
dm-test-fadabe346fe95d33eee71299e6596754768f5246,GPT-2 (zero shot),-1.454
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,GPT-2 (zero shot),-1.16
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,GPT-2 (zero shot),-0.2837
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,GPT-2 (zero shot),-1.963
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,GPT-2 (zero shot),-1.474
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,GPT-2 (zero shot),-0.301
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,GPT-2 (zero shot),-1.67
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,GPT-2 (zero shot),-1.433
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,GPT-2 (zero shot),0.8726
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,GPT-2 (zero shot),0.1149
dm-test-2377095dda83df778e34304b7a09813808105d3b,GPT-2 (zero shot),-1.885
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,GPT-2 (zero shot),-1.492
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Unified-ext-abs,0.1228
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Unified-ext-abs,0.6704
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Unified-ext-abs,0.4404
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Unified-ext-abs,-1.254
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Unified-ext-abs,0.8545
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Unified-ext-abs,-1.194
dm-test-14c813567696f4e63a39993c09d4edb454036179,Unified-ext-abs,0.5
dm-test-e470f0a87d7513bf880412524332047020422c3f,Unified-ext-abs,0.9155
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Unified-ext-abs,-1.271
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Unified-ext-abs,0.922
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Unified-ext-abs,-0.06207
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Unified-ext-abs,0.81
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Unified-ext-abs,0.4417
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Unified-ext-abs,-0.447
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Unified-ext-abs,-0.564
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Unified-ext-abs,-1.43
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Unified-ext-abs,0.1414
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Unified-ext-abs,0.737
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Unified-ext-abs,0.6826
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Unified-ext-abs,0.861
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Unified-ext-abs,-1.175
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Unified-ext-abs,0.816
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Unified-ext-abs,-1.571
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Unified-ext-abs,-1.043
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Unified-ext-abs,0.6587
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Unified-ext-abs,0.3882
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Unified-ext-abs,0.6953
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Unified-ext-abs,-1.145
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Unified-ext-abs,0.5684
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Unified-ext-abs,-0.9683
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Unified-ext-abs,-1.288
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Unified-ext-abs,0.641
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Unified-ext-abs,0.04138
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Unified-ext-abs,-0.898
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Unified-ext-abs,0.5576
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Unified-ext-abs,-1.844
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Unified-ext-abs,-1.519
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Unified-ext-abs,0.5923
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Unified-ext-abs,-0.691
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Unified-ext-abs,-1.216
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Unified-ext-abs,0.8823
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Unified-ext-abs,0.3428
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Unified-ext-abs,-0.9497
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Unified-ext-abs,0.6196
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Unified-ext-abs,0.775
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Unified-ext-abs,0.01349
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Unified-ext-abs,-1.279
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Unified-ext-abs,0.5073
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Unified-ext-abs,-1.108
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Unified-ext-abs,0.276
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Unified-ext-abs,0.3625
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Unified-ext-abs,-1.31
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Unified-ext-abs,-1.002
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Unified-ext-abs,0.692
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Unified-ext-abs,0.742
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Unified-ext-abs,-1.394
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Unified-ext-abs,-0.484
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Unified-ext-abs,0.77
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Unified-ext-abs,-1.595
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Unified-ext-abs,0.5557
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Unified-ext-abs,0.6934
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Unified-ext-abs,0.557
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Unified-ext-abs,-1.692
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Unified-ext-abs,-1.483
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Unified-ext-abs,-0.5684
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Unified-ext-abs,-1.077
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Unified-ext-abs,0.751
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Unified-ext-abs,-0.5835
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Unified-ext-abs,0.5547
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Unified-ext-abs,0.9067
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Unified-ext-abs,0.2135
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Unified-ext-abs,-1.466
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Unified-ext-abs,0.5664
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Unified-ext-abs,0.8584
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Unified-ext-abs,0.7446
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Unified-ext-abs,-1.085
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Unified-ext-abs,-1.671
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Unified-ext-abs,0.744
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Unified-ext-abs,-0.3748
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Unified-ext-abs,0.473
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Unified-ext-abs,1.034
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Unified-ext-abs,-1.235
dm-test-051db270afc32571a08c15124330efe89d80fea8,Unified-ext-abs,-1.478
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Unified-ext-abs,-1.517
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Unified-ext-abs,-1.3545
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Unified-ext-abs,-0.8564
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Unified-ext-abs,-1.484
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Unified-ext-abs,0.565
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Unified-ext-abs,0.572
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Unified-ext-abs,0.7407
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Unified-ext-abs,0.6255
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Unified-ext-abs,0.6616
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Unified-ext-abs,0.04245
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Unified-ext-abs,0.7114
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,Unified-ext-abs,0.3142
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Unified-ext-abs,-1.486
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,Unified-ext-abs,0.6157
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Unified-ext-abs,0.4268
dm-test-2377095dda83df778e34304b7a09813808105d3b,Unified-ext-abs,-0.1589
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,Unified-ext-abs,0.696
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Bottom-Up,0.692
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Bottom-Up,0.721
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Bottom-Up,-0.764
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Bottom-Up,-1.029
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Bottom-Up,0.827
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Bottom-Up,-1.716
dm-test-14c813567696f4e63a39993c09d4edb454036179,Bottom-Up,0.596
dm-test-e470f0a87d7513bf880412524332047020422c3f,Bottom-Up,0.696
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Bottom-Up,-0.606
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Bottom-Up,0.7373
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Bottom-Up,-0.539
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Bottom-Up,0.7485
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Bottom-Up,0.7397
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Bottom-Up,0.767
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Bottom-Up,0.539
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Bottom-Up,0.739
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Bottom-Up,0.727
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Bottom-Up,0.4653
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Bottom-Up,-0.575
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Bottom-Up,0.754
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Bottom-Up,-0.9746
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Bottom-Up,0.5923
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Bottom-Up,-0.5225
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Bottom-Up,-1.216
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Bottom-Up,0.5083
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Bottom-Up,0.511
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Bottom-Up,0.82
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Bottom-Up,-1.394
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Bottom-Up,-1.023
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Bottom-Up,-0.279
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Bottom-Up,-1.383
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Bottom-Up,-1.399
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Bottom-Up,0.783
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Bottom-Up,-1.525
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Bottom-Up,0.7573
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Bottom-Up,-0.0972
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Bottom-Up,0.7954
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Bottom-Up,-1.305
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Bottom-Up,0.807
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Bottom-Up,-1.189
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Bottom-Up,1.069
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Bottom-Up,0.4446
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Bottom-Up,0.1991
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Bottom-Up,-1.225
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Bottom-Up,0.5986
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Bottom-Up,0.5796
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Bottom-Up,-0.0998
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Bottom-Up,0.494
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Bottom-Up,-1.372
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Bottom-Up,0.2917
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Bottom-Up,-0.1791
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Bottom-Up,0.6978
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Bottom-Up,-1.153
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Bottom-Up,0.1172
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Bottom-Up,0.7954
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Bottom-Up,0.962
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Bottom-Up,-1.338
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Bottom-Up,0.642
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Bottom-Up,0.1921
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Bottom-Up,-1.348
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Bottom-Up,0.826
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Bottom-Up,-0.9146
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Bottom-Up,-1.699
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Bottom-Up,0.712
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Bottom-Up,0.4775
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Bottom-Up,0.757
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Bottom-Up,0.6963
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Bottom-Up,0.548
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Bottom-Up,0.3777
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Bottom-Up,0.7573
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Bottom-Up,-0.2186
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Bottom-Up,-0.2294
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Bottom-Up,0.726
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Bottom-Up,0.852
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Bottom-Up,0.6216
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Bottom-Up,0.604
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Bottom-Up,-0.7544
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Bottom-Up,0.7256
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Bottom-Up,0.307
